"709","2","25","1010","50","50","50","-45","null","2018-06-10 19:04:47"
"710","2","25","1010","50","50","50","-61","null","2018-06-10 19:12:22"
"711","2","25","1010","50","50","50","-46","null","2018-06-10 19:12:27"
"712","2","25","1010","50","50","50","-46","null","2018-06-10 19:12:38"
"713","2","25","1010","50","50","50","-43","null","2018-06-10 19:12:50"
"714","2","25","1010","50","50","50","-61","null","2018-06-10 19:13:01"
"715","2","25","1010","50","50","50","-47","null","2018-06-10 19:13:07"
"716","2","25","1010","50","50","50","-60","null","2018-06-10 19:13:13"
"717","2","25","1010","50","50","50","-46","null","2018-06-10 19:13:19"
"718","2","25","1010","50","50","50","-60","null","2018-06-10 19:13:24"
"719","2","25","1010","50","50","50","-59","null","2018-06-10 19:13:38"
"720","2","25","1010","50","50","50","-60","null","2018-06-10 19:13:40"
"721","2","25","1010","50","50","50","-60","null","2018-06-10 19:13:45"
"722","2","25","1010","50","50","50","-44","null","2018-06-10 19:13:51"
"723","2","25","1010","50","50","50","-60","null","2018-06-10 19:13:56"
"724","2","25","1010","50","50","50","-47","null","2018-06-10 19:14:05"
"725","2","25","1010","50","50","50","-47","null","2018-06-10 19:14:10"
"726","2","25","1010","50","50","50","-59","null","2018-06-10 19:14:15"
"727","2","25","1010","50","50","50","-59","null","2018-06-10 19:14:20"
"728","2","25","1010","50","50","50","-47","null","2018-06-10 19:14:25"
"729","2","25","1010","50","50","50","-49","null","2018-06-10 19:19:04"
"730","2","25","1010","50","50","50","-46","null","2018-06-10 19:19:08"
"731","2","25","1010","51","51","51","-68","null","2018-06-10 19:19:13"
"732","2","25","1010","51","51","51","-55","null","2018-06-10 19:19:19"
"733","2","25","1010","51","51","51","-43","null","2018-06-10 19:19:23"
"734","2","25","1010","51","51","51","-68","null","2018-06-10 19:19:28"
"735","2","25","1010","51","51","51","-57","null","2018-06-10 19:20:02"
"736","2","25","1010","51","51","51","-68","null","2018-06-10 19:20:07"
"737","2","25","1010","51","3","0","-60","null","2018-06-10 19:20:42"
"738","2","25","1010","51","3","0","-54","null","2018-06-10 19:20:55"
"739","2","25","1010","51","3","0","-66","null","2018-06-10 19:20:59"
"740","2","25","1010","51","3","0","-58","null","2018-06-10 19:21:04"
"741","2","25","1010","51","3","0","-68","null","2018-06-10 19:21:09"
"742","2","25","1010","51","3","0","-68","null","2018-06-10 19:21:14"
"743","2","24","1010","51","3","0","-45","null","2018-06-10 19:35:49"
"744","2","24","1010","51","3","0","-64","null","2018-06-10 19:36:48"
"745","2","24","1010","51","3","0","-55","null","2018-06-10 19:37:48"
"746","2","24","1010","51","3","0","-65","null","2018-06-10 19:45:50"
"747","2","24","1009","54","3","0","-68","null","2018-06-11 14:20:06"
"748","2","24","1009","54","3","0","-48","null","2018-06-11 14:20:15"
"749","2","24","1009","54","3","0","-65","null","2018-06-11 14:20:20"
"750","2","24","1009","54","3","0","-43","null","2018-06-11 14:20:25"
"751","2","24","1009","54","3","0","-64","null","2018-06-11 14:20:30"
"752","2","24","1009","54","3","0","-57","null","2018-06-11 14:20:36"
"753","2","24","1009","54","3","0","-46","null","2018-06-11 14:20:40"
"754","2","24","1010","54","3","0","-62","null","2018-06-11 14:20:55"
"755","2","24","1010","54","3","0","-58","null","2018-06-11 14:21:00"
"756","2","24","1010","54","3","0","-47","null","2018-06-11 14:21:05"
"757","2","24","1010","54","3","0","-44","null","2018-06-11 14:21:31"
"758","2","24","1009","54","3","0","-56","null","2018-06-11 14:22:28"
"759","2","25","1009","54","3","0","-74","null","2018-06-11 14:45:29"
"760","2","25","1009","54","3","0","-78","null","2018-06-11 14:45:33"
"761","2","25","1009","54","3","0","-76","null","2018-06-11 14:45:38"
"762","2","25","1009","54","3","0","-82","null","2018-06-11 14:45:43"
"763","2","25","1009","54","3","0","-71","null","2018-06-11 14:45:48"
"764","2","25","1009","54","3","0","-83","null","2018-06-11 14:45:54"
"765","2","25","1009","53","3","0","-60","null","2018-06-11 16:26:48"
"766","2","25","1009","53","3","0","-61","null","2018-06-11 16:26:52"
"767","2","25","1009","53","3","0","-52","null","2018-06-11 16:26:57"
"768","2","25","1009","53","3","0","-62","null","2018-06-11 16:27:07"
"769","2","25","1009","53","3","0","-52","null","2018-06-11 16:27:14"
"770","2","25","1009","53","3","0","-65","null","2018-06-11 16:37:23"
"771","2","25","1009","51","3","0","-79","null","2018-06-11 18:13:03"
"772","2","25","1009","51","3","0","-73","null","2018-06-11 18:13:04"
"773","2","25","1009","51","3","0","-76","null","2018-06-11 18:13:09"
"774","2","25","1009","51","3","0","-73","null","2018-06-11 18:13:16"
"775","2","25","1009","50","3","0","-74","null","2018-06-11 18:13:21"
"776","2","25","1009","50","3","0","-73","null","2018-06-11 18:13:26"
"777","2","25","1009","50","3","0","-76","null","2018-06-11 18:13:31"
"778","2","25","1009","50","3","0","-74","null","2018-06-11 18:13:36"
"779","2","25","1009","50","3","0","-76","null","2018-06-11 18:13:41"
"780","2","25","1009","50","3","0","-76","null","2018-06-11 18:13:46"
"781","2","25","1009","50","3","0","-72","null","2018-06-11 18:13:51"
"782","2","25","1009","50","3","0","-68","null","2018-06-11 18:13:56"
"783","2","25","1009","50","3","0","-74","null","2018-06-11 18:14:02"
"784","2","25","1009","50","3","0","-74","null","2018-06-11 18:14:07"
"785","2","25","1009","50","3","0","-72","null","2018-06-11 18:14:12"
"786","2","25","1009","50","3","0","-75","null","2018-06-11 18:14:17"
"787","2","25","1009","50","3","0","-74","null","2018-06-11 18:14:22"
"788","2","25","1009","50","3","0","-72","null","2018-06-11 18:14:27"
"789","2","25","1009","50","3","0","-73","null","2018-06-11 18:14:32"
"790","2","25","1009","50","3","0","-74","null","2018-06-11 18:14:37"
"791","2","25","1009","50","3","0","-72","null","2018-06-11 18:14:42"
"792","2","25","1009","50","3","0","-76","null","2018-06-11 18:14:47"
"793","2","25","1009","50","3","0","-74","null","2018-06-11 18:14:52"
"794","2","25","1009","50","3","0","-71","null","2018-06-11 18:14:57"
"795","2","25","1009","50","3","0","-74","null","2018-06-11 18:15:02"
"796","2","25","1009","50","3","0","-75","null","2018-06-11 18:15:07"
"797","2","25","1009","50","3","0","-72","null","2018-06-11 18:15:12"
"798","2","25","1009","50","3","0","-74","null","2018-06-11 18:15:18"
"799","2","25","1009","50","3","0","-71","null","2018-06-11 18:15:24"
"800","2","25","1009","50","3","0","-75","null","2018-06-11 18:15:29"
"801","2","25","1009","50","3","0","-75","null","2018-06-11 18:15:34"
"802","2","25","1009","50","3","0","-73","null","2018-06-11 18:15:40"
"803","2","25","1009","50","3","0","-75","null","2018-06-11 18:15:45"
"804","2","25","1009","50","3","0","-74","null","2018-06-11 18:15:50"
"805","2","25","1009","50","3","0","-72","null","2018-06-11 18:15:55"
"806","2","25","1009","50","3","0","-76","null","2018-06-11 18:16:00"
"807","2","25","1009","50","3","0","-76","null","2018-06-11 18:16:05"
"808","2","25","1009","50","3","0","-72","null","2018-06-11 18:16:10"
"809","2","25","1009","50","3","0","-74","null","2018-06-11 18:16:15"
"810","2","25","1009","50","3","0","-77","null","2018-06-11 18:16:20"
"811","2","25","1009","50","3","0","-72","null","2018-06-11 18:16:25"
"812","2","25","1009","50","3","0","-75","null","2018-06-11 18:16:30"
"813","2","25","1009","50","3","0","-76","null","2018-06-11 18:16:35"
"814","2","25","1009","50","3","0","-73","null","2018-06-11 18:16:40"
"815","2","25","1009","50","3","0","-75","null","2018-06-11 18:16:45"
"816","2","25","1009","50","3","0","-74","null","2018-06-11 18:16:50"
"817","2","25","1009","50","3","0","-72","null","2018-06-11 18:16:55"
"818","2","25","1009","50","3","0","-75","null","2018-06-11 18:17:00"
"819","2","25","1009","44","3","0","-70","null","2018-06-11 21:23:07"
"820","2","24","1013","51","3","0","-46","null","2018-06-15 11:22:18"
"821","2","24","1013","51","3","0","-69","null","2018-06-15 11:22:23"
"822","2","24","1013","51","3","0","-72","null","2018-06-15 11:22:28"
"823","2","24","1013","51","3","0","-66","null","2018-06-15 11:22:58"
"824","2","24","1013","51","3","0","-66","null","2018-06-15 11:23:00"
"825","2","24","1013","51","3","0","-64","null","2018-06-15 11:23:05"
"826","2","24","1013","51","3","0","-57","null","2018-06-15 11:23:11"
"827","2","24","1013","51","3","0","-61","null","2018-06-15 11:23:16"
"828","2","24","1013","51","3","0","-63","null","2018-06-15 11:24:01"
"829","2","24","1013","51","3","0","-70","null","2018-06-15 11:24:06"
